date,time,senderName,areaDesc,headline,event,category,description,instruction,msgType,urgency,severity,scope,sender,cogId,id
2024-09-25,17:11:00,NWS Peachtree City GA,Henry,Hurricane Warning issued September 25 at 5:11PM EDT by NWS Peachtree City GA,Hurricane Warning,,"A Hurricane Warning means hurricane-force winds are expected
somewhere within this area within the next 36 hours

* LOCATIONS AFFECTED
- Eastman

* WIND
- LATEST LOCAL FORECAST: Tropical storm force winds remain
possible
- Peak Wind Forecast: 20-30 mph with gusts to 60 mph

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for wind 74
to 110 mph
- The wind threat has increased from the previous assessment.
- PLAN: Plan for life-threatening wind of equivalent CAT 1 or
2 hurricane force.
- PREPARE: Remaining efforts to protect life and property
should be urgently completed. Prepare for considerable wind
damage.
- ACT: Move to safe shelter before the wind becomes hazardous.

- POTENTIAL IMPACTS: Extensive
- Considerable roof damage to sturdy buildings, with some
having window, door, and garage door failures leading to
structural damage. Mobile homes severely damaged, with some
destroyed. Damage accentuated by airborne projectiles.
Locations may be uninhabitable for weeks.
- Many large trees snapped or uprooted along with fences and
roadway signs blown over.
- Some roads impassable from large debris, and more within
urban or heavily wooded places. Several bridges, causeways,
and access routes impassable.
- Large areas with power and communications outages.

* FLOODING RAIN
- LATEST LOCAL FORECAST: Flood Watch is in effect
- Peak Rainfall Amounts: Additional 3-6 inches, with locally
higher amounts

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for major
flooding rain
- The flooding rain threat has remained nearly steady from
the previous assessment.
- PLAN: Emergency plans should include the potential for
major flooding from heavy rain. Evacuations and rescues are
likely.
- PREPARE: Strongly consider protective actions, especially
if you are in an area vulnerable to flooding.
- ACT: Heed any flood watches and warnings. Failure to take
action will likely result in serious injury or loss of life.

- POTENTIAL IMPACTS: Extensive
- Major rainfall flooding may prompt many evacuations and
rescues.
- Rivers and tributaries may rapidly overflow their banks in
multiple places. Small streams, creeks, canals, arroyos,
and ditches may become dangerous rivers. In mountain areas,
destructive runoff may run quickly down valleys while
increasing susceptibility to rockslides and mudslides.
Flood control systems and barriers may become stressed.
- Flood waters can enter many structures within multiple
communities, some structures becoming uninhabitable or
washed away. Many places where flood waters may cover
escape routes. Streets and parking lots become rivers of
moving water with underpasses submerged. Driving conditions
become dangerous. Many road and bridge closures with some
weakened or washed out.

* TORNADO
- LATEST LOCAL FORECAST:
- Situation is somewhat favorable for tornadoes

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for a few
tornadoes
- The tornado threat has remained nearly steady from the
previous assessment.
- PLAN: Emergency plans should include the potential for a
few tornadoes.
- PREPARE: If your shelter is particularly vulnerable to
tornadoes, prepare to relocate to safe shelter before
hazardous weather arrives.
- ACT: If a tornado warning is issued, be ready to shelter
quickly.

- POTENTIAL IMPACTS: Limited
- The occurrence of isolated tornadoes can hinder the
execution of emergency plans during tropical events.
- A few places may experience tornado damage, along with
power and communications disruptions.
- Locations could realize roofs peeled off buildings,
chimneys toppled, mobile homes pushed off foundations or
overturned, large tree tops and branches snapped off,
shallow-rooted trees knocked over, moving vehicles blown
off roads, and small boats pulled from moorings.

* FOR MORE INFORMATION:
- Family emergency plans: Federal Emergency Management Agency
- http://ready.gov/hurricanes
- Local weather conditions and forecasts:
- http://weather.gov/atlanta
",NA,Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,ee2cbc4c-5879-42f2-9c59-6dcb47b005d7
2024-09-25,17:18:00,NWS Tallahassee FL,NV Nevada Division of Emergency Management,Storm Surge Warning issued September 25 at 5:18PM EDT by NWS Tallahassee FL,Storm Surge Warning,,"A Storm Surge Warning means there is a danger of life-threatening
inundation, from rising water moving inland from the coastline,
somewhere within this area within the next 36 hours

* LOCATIONS AFFECTED
- Port Saint Joe
- Cape San Blas

* WIND
- LATEST LOCAL FORECAST: Equivalent Strong Tropical Storm force
wind
- Peak Wind Forecast: 45-60 mph with gusts to 80 mph
- Window for Tropical Storm force winds: Thursday afternoon
until Friday morning

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for wind 74
to 110 mph
- The wind threat has remained nearly steady from the
previous assessment.
- PLAN: Plan for life-threatening wind of equivalent CAT 1 or
2 hurricane force.
- PREPARE: Remaining efforts to protect life and property
should be urgently completed. Prepare for considerable wind
damage.
- ACT: Move to safe shelter before the wind becomes hazardous.

- POTENTIAL IMPACTS: Extensive
- Considerable roof damage to sturdy buildings, with some
having window, door, and garage door failures leading to
structural damage. Mobile homes severely damaged, with some
destroyed. Damage accentuated by airborne projectiles.
Locations may be uninhabitable for weeks.
- Many large trees snapped or uprooted along with fences and
roadway signs blown over.
- Some roads impassable from large debris, and more within
urban or heavily wooded places. Several bridges, causeways,
and access routes impassable.
- Large areas with power and communications outages.

* STORM SURGE
- LATEST LOCAL FORECAST: Life-threatening storm surge possible
- Peak Storm Surge Inundation: The potential for 3-5 feet
above ground somewhere within surge prone areas
- Window of concern: through Friday evening

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for storm
surge flooding greater than 3 feet above ground
- The storm surge threat has remained nearly steady from the
previous assessment.
- PLAN: Plan for life-threatening storm surge flooding of
greater than 3 feet above ground.
- PREPARE: Evacuation efforts and flood preparations should
soon be brought to completion before conditions become
unsafe.
- ACT: Leave immediately if evacuation orders are given for
your area to avoid being cut off from emergency services or
needlessly risk lives.

- POTENTIAL IMPACTS: Significant
- Areas of inundation with storm surge flooding accentuated
by waves. Damage to several buildings, mainly near the
coast.
- Sections of near-shore escape routes and secondary roads
become weakened or washed out, especially in usually
vulnerable low spots.
- Major beach erosion with heavy surf breaching dunes. Strong
and numerous rip currents.
- Moderate damage to marinas, docks, boardwalks, and piers.
Several small craft broken away from moorings, especially
in unprotected anchorages.

* FLOODING RAIN
- LATEST LOCAL FORECAST: Flood Watch is in effect
- Peak Rainfall Amounts: Additional 8-12 inches, with locally
higher amounts

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for extreme
flooding rain
- The flooding rain threat has increased from the previous
assessment.
- PLAN: Emergency plans should include the potential for
extreme flooding from heavy rain. Evacuations and rescues
are likely.
- PREPARE: Urgently consider protective actions from extreme
and widespread rainfall flooding.
- ACT: Heed any flood watches and warnings. Failure to take
action will likely result in serious injury or loss of life.

- POTENTIAL IMPACTS: Devastating to Catastrophic
- Extreme rainfall flooding may prompt numerous evacuations
and rescues.
- Rivers and tributaries may overwhelmingly overflow their
banks in many places with deep moving water. Small streams,
creeks, and ditches may become raging rivers. Flood control
systems and barriers may become stressed.
- Flood waters can enter numerous structures within multiple
communities, some structures becoming uninhabitable or
washed away. Numerous places where flood waters may cover
escape routes. Streets and parking lots become rivers of
raging water with underpasses submerged. Driving conditions
become very dangerous. Numerous road and bridge closures
with some weakened or washed out.

* TORNADO
- LATEST LOCAL FORECAST:
- Situation is somewhat favorable for tornadoes

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for a few
tornadoes
- The tornado threat has remained nearly steady from the
previous assessment.
- PLAN: Emergency plans should include the potential for a
few tornadoes.
- PREPARE: If your shelter is particularly vulnerable to
tornadoes, prepare to relocate to safe shelter before
hazardous weather arrives.
- ACT: If a tornado warning is issued, be ready to shelter
quickly.

- POTENTIAL IMPACTS: Limited
- The occurrence of isolated tornadoes can hinder the
execution of emergency plans during tropical events.
- A few places may experience tornado damage, along with
power and communications disruptions.
- Locations could realize roofs peeled off buildings,
chimneys toppled, mobile homes pushed off foundations or
overturned, large tree tops and branches snapped off,
shallow-rooted trees knocked over, moving vehicles blown
off roads, and small boats pulled from moorings.

* FOR MORE INFORMATION:
- Local Weather Conditions and Forecasts: NWS Tallahassee
- https://www.weather.gov/tallahassee
- Information from the Florida Division of Emergency Management
- https://www.floridadisaster.org
- Information from Gulf County Emergency Management
- http://gulfcounty-fl.gov/county_government/emergency_management
",NA,Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,230a9570-d4c4-409b-950d-906fd54c7681
2024-09-25,17:18:00,NWS Tallahassee FL,Gadsden County,Storm Surge Warning issued September 25 at 5:18PM EDT by NWS Tallahassee FL,Storm Surge Warning,,"A Storm Surge Warning means there is a danger of life-threatening
inundation, from rising water moving inland from the coastline,
somewhere within this area within the next 36 hours

* LOCATIONS AFFECTED
- Perry

* WIND
- LATEST LOCAL FORECAST: Equivalent Tropical Storm force wind
- Peak Wind Forecast: 30-40 mph with gusts to 65 mph

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for wind
greater than 110 mph
- The wind threat has remained nearly steady from the
previous assessment.
- PLAN: Plan for extreme wind of equivalent CAT 3 hurricane
force or higher.
- PREPARE: Remaining efforts to protect life and property
should be urgently completed. Prepare for catastrophic wind
damage.
- ACT: Move to safe shelter before the wind becomes hazardous.

- POTENTIAL IMPACTS: Devastating to Catastrophic
- Structural damage to sturdy buildings, some with complete
roof and wall failures. Complete destruction of mobile
homes. Damage greatly accentuated by large airborne
projectiles. Locations may be uninhabitable for weeks or
months.
- Numerous large trees snapped or uprooted along with fences
and roadway signs blown over.
- Many roads impassable from large debris, and more within
urban or heavily wooded places. Many bridges, causeways,
and access routes impassable.
- Widespread power and communications outages.

* STORM SURGE
- LATEST LOCAL FORECAST: Life-threatening and historic storm
surge possible
- Peak Storm Surge Inundation: The potential for 16-20 feet
above ground somewhere within surge prone areas
- Window of concern: through Friday evening

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for storm
surge flooding greater than 9 feet above ground
- The storm surge threat has increased from the previous
assessment.
- PLAN: Plan for extreme life-threatening storm surge
flooding greater than 9 feet above ground.
- PREPARE: Evacuation efforts should soon be brought to
completion before driving conditions become unsafe.
- ACT: Leave immediately if evacuation orders are given for
your area to avoid being cut off from emergency services or
needlessly risk lives.

- POTENTIAL IMPACTS: Devastating to Catastrophic
- Widespread deep inundation, with storm surge flooding
greatly accentuated by powerful battering waves. Structural
damage to buildings, with many washing away. Damage greatly
compounded from considerable floating debris. Locations may
be uninhabitable for an extended period.
- Near-shore escape routes and secondary roads washed out or
severely flooded. Flood control systems and barriers may
become stressed.
- Extreme beach erosion. New shoreline cuts possible.
- Massive damage to marinas, docks, boardwalks, and piers.
Numerous small craft broken away from moorings with many
lifted onshore and stranded.

* FLOODING RAIN
- LATEST LOCAL FORECAST: Flood Watch is in effect
- Peak Rainfall Amounts: Additional 3-6 inches, with locally
higher amounts

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for extreme
flooding rain
- The flooding rain threat has increased from the previous
assessment.
- PLAN: Emergency plans should include the potential for
extreme flooding from heavy rain. Evacuations and rescues
are likely.
- PREPARE: Urgently consider protective actions from extreme
and widespread rainfall flooding.
- ACT: Heed any flood watches and warnings. Failure to take
action will likely result in serious injury or loss of life.

- POTENTIAL IMPACTS: Devastating to Catastrophic
- Extreme rainfall flooding may prompt numerous evacuations
and rescues.
- Rivers and tributaries may overwhelmingly overflow their
banks in many places with deep moving water. Small streams,
creeks, and ditches may become raging rivers. Flood control
systems and barriers may become stressed.
- Flood waters can enter numerous structures within multiple
communities, some structures becoming uninhabitable or
washed away. Numerous places where flood waters may cover
escape routes. Streets and parking lots become rivers of
raging water with underpasses submerged. Driving conditions
become very dangerous. Numerous road and bridge closures
with some weakened or washed out.

* TORNADO
- LATEST LOCAL FORECAST:
- Situation is favorable for tornadoes

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for several
tornadoes
- The tornado threat has remained nearly steady from the
previous assessment.
- PLAN: Emergency plans should include the potential for
several tornadoes with a few possibly intense having larger
damage paths.
- PREPARE: Those living in manufactured homes or on boats are
urged to relocate to safe shelter before hazardous weather
arrives.
- ACT: Listen for tornado watches and warnings. If a tornado
warning is issued, be ready to shelter quickly.

- POTENTIAL IMPACTS: Significant
- The occurrence of scattered tornadoes can hinder the
execution of emergency plans during tropical events.
- Several places may experience tornado damage with a few
spots of considerable damage, power loss, and
communications failures.
- Locations could realize roofs torn off frame houses, mobile
homes demolished, boxcars overturned, large trees snapped
or uprooted, vehicles tumbled, and small boats tossed
about. Dangerous projectiles can add to the toll.

* FOR MORE INFORMATION:
- Local Weather Conditions and Forecasts: NWS Tallahassee
- https://www.weather.gov/tallahassee
- Information from the Florida Division of Emergency Management
- https://www.floridadisaster.org
- Information from Taylor County Emergency Management
- http://www.taylorcountyem.com
",NA,Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,1618ebf0-d718-4392-8bcb-a9d4bd5c3a3a
2024-09-25,17:18:00,NWS Tallahassee FL,"Monroe, FL",Hurricane Warning issued September 25 at 5:18PM EDT by NWS Tallahassee FL,Hurricane Warning,,"A Hurricane Warning means hurricane-force winds are expected
somewhere within this area within the next 36 hours

* LOCATIONS AFFECTED
- Dothan
- Cottonwood

* WIND
- LATEST LOCAL FORECAST: Tropical storm force winds remain
possible
- Peak Wind Forecast: 20-30 mph with gusts to 55 mph

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for wind 74
to 110 mph
- The wind threat has increased from the previous assessment.
- PLAN: Plan for life-threatening wind of equivalent CAT 1 or
2 hurricane force.
- PREPARE: Remaining efforts to protect life and property
should be urgently completed. Prepare for considerable wind
damage.
- ACT: Move to safe shelter before the wind becomes hazardous.

- POTENTIAL IMPACTS: Extensive
- Considerable roof damage to sturdy buildings, with some
having window, door, and garage door failures leading to
structural damage. Mobile homes severely damaged, with some
destroyed. Damage accentuated by airborne projectiles.
Locations may be uninhabitable for weeks.
- Many large trees snapped or uprooted along with fences and
roadway signs blown over.
- Some roads impassable from large debris, and more within
urban or heavily wooded places. Several bridges, causeways,
and access routes impassable.
- Large areas with power and communications outages.

* FLOODING RAIN
- LATEST LOCAL FORECAST: Flood Watch is in effect
- Peak Rainfall Amounts: Additional 4-8 inches, with locally
higher amounts

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for major
flooding rain
- The flooding rain threat has remained nearly steady from
the previous assessment.
- PLAN: Emergency plans should include the potential for
major flooding from heavy rain. Evacuations and rescues are
likely.
- PREPARE: Strongly consider protective actions, especially
if you are in an area vulnerable to flooding.
- ACT: Heed any flood watches and warnings. Failure to take
action will likely result in serious injury or loss of life.

- POTENTIAL IMPACTS: Extensive
- Major rainfall flooding may prompt many evacuations and
rescues.
- Rivers and tributaries may rapidly overflow their banks in
multiple places. Small streams, creeks, and ditches may
become dangerous rivers. Flood control systems and barriers
may become stressed.
- Flood waters can enter many structures within multiple
communities, some structures becoming uninhabitable or
washed away. Many places where flood waters may cover
escape routes. Streets and parking lots become rivers of
moving water with underpasses submerged. Driving conditions
become dangerous. Many road and bridge closures with some
weakened or washed out.

* TORNADO
- LATEST LOCAL FORECAST:
- Situation is somewhat favorable for tornadoes

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for a few
tornadoes
- The tornado threat has remained nearly steady from the
previous assessment.
- PLAN: Emergency plans should include the potential for a
few tornadoes.
- PREPARE: If your shelter is particularly vulnerable to
tornadoes, prepare to relocate to safe shelter before
hazardous weather arrives.
- ACT: If a tornado warning is issued, be ready to shelter
quickly.

- POTENTIAL IMPACTS: Limited
- The occurrence of isolated tornadoes can hinder the
execution of emergency plans during tropical events.
- A few places may experience tornado damage, along with
power and communications disruptions.
- Locations could realize roofs peeled off buildings,
chimneys toppled, mobile homes pushed off foundations or
overturned, large tree tops and branches snapped off,
shallow-rooted trees knocked over, moving vehicles blown
off roads, and small boats pulled from moorings.

* FOR MORE INFORMATION:
- Local Weather Conditions and Forecasts: NWS Tallahassee
- https://www.weather.gov/tallahassee
- Information from the Alabama Emergency Management Agency
- https://ema.alabama.gov
",NA,Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,8680f003-a0dd-4232-abca-566021d23590
2024-09-25,17:18:00,NWS Tallahassee FL,"Greenbrier, WV",Hurricane Warning issued September 25 at 5:18PM EDT by NWS Tallahassee FL,Hurricane Warning,,"A Hurricane Warning means hurricane-force winds are expected
somewhere within this area within the next 36 hours

* LOCATIONS AFFECTED
- Abbeville
- Headland

* WIND
- LATEST LOCAL FORECAST: Tropical storm force winds remain
possible
- Peak Wind Forecast: 20-30 mph with gusts to 50 mph

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for wind 74
to 110 mph
- The wind threat has increased from the previous assessment.
- PLAN: Plan for life-threatening wind of equivalent CAT 1 or
2 hurricane force.
- PREPARE: Remaining efforts to protect life and property
should be urgently completed. Prepare for considerable wind
damage.
- ACT: Move to safe shelter before the wind becomes hazardous.

- POTENTIAL IMPACTS: Extensive
- Considerable roof damage to sturdy buildings, with some
having window, door, and garage door failures leading to
structural damage. Mobile homes severely damaged, with some
destroyed. Damage accentuated by airborne projectiles.
Locations may be uninhabitable for weeks.
- Many large trees snapped or uprooted along with fences and
roadway signs blown over.
- Some roads impassable from large debris, and more within
urban or heavily wooded places. Several bridges, causeways,
and access routes impassable.
- Large areas with power and communications outages.

* FLOODING RAIN
- LATEST LOCAL FORECAST: Flood Watch is in effect
- Peak Rainfall Amounts: Additional 4-8 inches, with locally
higher amounts

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for major
flooding rain
- The flooding rain threat has remained nearly steady from
the previous assessment.
- PLAN: Emergency plans should include the potential for
major flooding from heavy rain. Evacuations and rescues are
likely.
- PREPARE: Strongly consider protective actions, especially
if you are in an area vulnerable to flooding.
- ACT: Heed any flood watches and warnings. Failure to take
action will likely result in serious injury or loss of life.

- POTENTIAL IMPACTS: Extensive
- Major rainfall flooding may prompt many evacuations and
rescues.
- Rivers and tributaries may rapidly overflow their banks in
multiple places. Small streams, creeks, and ditches may
become dangerous rivers. Flood control systems and barriers
may become stressed.
- Flood waters can enter many structures within multiple
communities, some structures becoming uninhabitable or
washed away. Many places where flood waters may cover
escape routes. Streets and parking lots become rivers of
moving water with underpasses submerged. Driving conditions
become dangerous. Many road and bridge closures with some
weakened or washed out.

* TORNADO
- LATEST LOCAL FORECAST:
- Situation is somewhat favorable for tornadoes

- THREAT TO LIFE AND PROPERTY THAT INCLUDES TYPICAL FORECAST
UNCERTAINTY IN TRACK, SIZE AND INTENSITY: Potential for a few
tornadoes
- The tornado threat has remained nearly steady from the
previous assessment.
- PLAN: Emergency plans should include the potential for a
few tornadoes.
- PREPARE: If your shelter is particularly vulnerable to
tornadoes, prepare to relocate to safe shelter before
hazardous weather arrives.
- ACT: If a tornado warning is issued, be ready to shelter
quickly.

- POTENTIAL IMPACTS: Limited
- The occurrence of isolated tornadoes can hinder the
execution of emergency plans during tropical events.
- A few places may experience tornado damage, along with
power and communications disruptions.
- Locations could realize roofs peeled off buildings,
chimneys toppled, mobile homes pushed off foundations or
overturned, large tree tops and branches snapped off,
shallow-rooted trees knocked over, moving vehicles blown
off roads, and small boats pulled from moorings.

* FOR MORE INFORMATION:
- Local Weather Conditions and Forecasts: NWS Tallahassee
- https://www.weather.gov/tallahassee
- Information from the Alabama Emergency Management Agency
- https://ema.alabama.gov
",NA,Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,e8802ba5-9258-423b-b6d7-2baa7bcb1717
2024-09-25,17:27:35,"201851,Gadsden County- PUBLIC,Gadsden County","Pocahontas, WV",ATTENTION: Gadsden County has issued a mandatory evacuation for mobile and manufactured homes.,Evacuation Immediate,,NA,NA,Alert,Immediate,Extreme,Public,201851_Gadsden_County-_PUBLIC_Gadsden_County,201851,d42d638d-c12e-4ec7-a67e-0696cd1eba33
2024-09-25,17:40:00,NWS Key West FL,RI Rhode Island Emergency Management Agency,Tornado Warning issued September 25 at 5:40PM EDT until September 25 at 6:00PM EDT by NWS Key West FL,Tornado Warning,,"TORKEY

The National Weather Service in Key West has issued a

* Tornado Warning for...
Lower Keys in Monroe County in Florida...

* Until 600 PM EDT.

* At 540 PM EDT, a severe thunderstorm capable of producing a tornado
was located over Bay Point, or near Big Coppitt Key, moving
northwest at 40 mph.

HAZARD...Tornado.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed.
Damage to roofs, windows, and vehicles will occur.  Tree
damage is likely.

* This dangerous storm will be near...
Big Coppitt Key, Saddlebunch Keys, Bay Point, Shark Key, and
Sugarloaf Key around 545 PM EDT.

This includes US 1 between mile markers 11 and 17.
","TAKE COVER NOW! Move to an interior room on the lowest floor of a
sturdy building. Avoid windows. If you are outdoors, in a mobile
home, or in a vehicle, move to the closest substantial shelter and
protect yourself from flying debris.

This cluster of thunderstorms is capable of producing tornadoes and
widespread significant wind damage. Do not wait to see or hear the
tornado. For your protection move to an interior room on the lowest
floor of a building.",Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,649af661-0e47-40bf-a619-fc4d42fd2e19
2024-09-25,17:41:00,NWS Blacksburg VA,Evacuation LIFTED,Tornado Warning issued September 25 at 5:41PM EDT until September 25 at 6:15PM EDT by NWS Blacksburg VA,Tornado Warning,,"TORRNK

The National Weather Service in BLACKSBURG has issued a

* Tornado Warning for...
Central Greenbrier County in southeastern West Virginia...

* Until 615 PM EDT.

* At 541 PM EDT, a severe thunderstorm capable of producing a tornado
was located over Falling Spring, or over Renick, moving northeast
at 25 mph.

HAZARD...Tornado.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed.
Damage to roofs, windows, and vehicles will occur.  Tree
damage is likely.

* Locations impacted include...
Renick...
Falling Spring...
Leonard...
Beartown State Park...
Rorer...
and Trout.
","TAKE COVER NOW! Move to a basement or an interior room on the lowest
floor of a sturdy building. Avoid windows. If you are outdoors, in a
mobile home, or in a vehicle, move to the closest substantial shelter
and protect yourself from flying debris.

Heavy rainfall may hide this tornado. Do not wait to see or hear the
tornado. TAKE COVER NOW!

When it is safe to do so, please send your reports of hail of any
size, as well as reports of any wind damage, including downed trees
or large limbs, to the National Weather Service by calling toll free
at 1...8 6 6...2 1 5...4 3 2 4. Reports and pictures can also be
shared on the National Weather Service Blacksburg Facebook page and
on Twitter.",Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,4556fd3e-1dc8-42e0-89e6-252aeb53c5e6
2024-09-25,17:50:00,NWS Charleston WV,"Colquitt, GA",Tornado Warning issued September 25 at 5:50PM EDT until September 25 at 6:15PM EDT by NWS Charleston WV,Tornado Warning,,"TORRLX

The National Weather Service in Charleston West Virginia has issued a

* Tornado Warning for...
Southwestern Pocahontas County in northeastern West Virginia...

* Until 615 PM EDT.

* At 549 PM EDT, a severe thunderstorm capable of producing a tornado
was located near Falling Spring, or near Renick, moving northeast
at 20 mph.

HAZARD...Tornado.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed.
Damage to roofs, windows, and vehicles will occur.  Tree
damage is likely.

* This tornadic thunderstorm will remain over mainly rural areas of
southwestern Pocahontas County, including the following
locations... Hillsboro, Buckeye, and Cranberry Mountain Nature
Center.
","TAKE COVER NOW! Move to a basement or an interior room on the lowest
floor of a sturdy building. Avoid windows. If you are outdoors, in a
mobile home, or in a vehicle, move to the closest substantial shelter
and protect yourself from flying debris.",Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,af2995ef-9ea9-454b-a375-9708b9aee280
2024-09-25,18:13:00,NWS Charleston WV,"Dixie, FL",Tornado Warning issued September 25 at 6:13PM EDT until September 25 at 6:45PM EDT by NWS Charleston WV,Tornado Warning,,"TORRLX

The National Weather Service in Charleston West Virginia has issued a

* Tornado Warning for...
Southwestern Pocahontas County in northeastern West Virginia...

* Until 645 PM EDT.

* At 612 PM EDT, a severe thunderstorm capable of producing a tornado
was located 7 miles southwest of Marlinton, moving northeast at 25
mph.

HAZARD...Tornado.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed.
Damage to roofs, windows, and vehicles will occur.  Tree
damage is likely.

* This dangerous storm will be near...
Marlinton around 615 PM EDT.

Other locations impacted by this tornadic thunderstorm include
Hillsboro, Buckeye, and Cranberry Mountain Nature Center.
","TAKE COVER NOW! Move to a basement or an interior room on the lowest
floor of a sturdy building. Avoid windows. If you are outdoors, in a
mobile home, or in a vehicle, move to the closest substantial shelter
and protect yourself from flying debris.",Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,7eebba4f-a819-49fa-9d49-5980fa642791
2024-09-25,18:16:28,"200176,RI Rhode Island Emergency Management Agency,RIEMA","Benewah, ID; Latah, ID; Nez Perce, ID; Asotin, WA; Garfield, WA; Whitman, WA",Local Area Emergency,Local Area Emergency,,NA,NA,Alert,Immediate,Severe,Public,alexander.potts@ema.ri.gov,200176,4a89d7e8-9a13-4c61-8c23-3f94602f2c5c
2024-09-25,18:26:14,OHHamiltonCounty,"Colquitt, GA; Tift, GA; Worth, GA",NA,Evacuation Immediate,,,NA,Alert,Immediate,Extreme,Public,OHHamiltonCounty,200147,dbec93c9-f70b-447f-869f-c69fb993b5a4
2024-09-25,18:27:00,NWS Tallahassee FL,"Superior - EAS,Ashland - EAS,Eau Claire - EAS",Tornado Warning issued September 25 at 6:27PM EDT until September 25 at 7:00PM EDT by NWS Tallahassee FL,Tornado Warning,,"TORTAE

The National Weather Service in Tallahassee has issued a

* Tornado Warning for...
Northeastern Colquitt County in south central Georgia...

* Until 700 PM EDT.

* At 626 PM EDT, a severe thunderstorm capable of producing a tornado
was located near Norman Park, or near Moultrie, moving north at 15
mph.

HAZARD...Tornado.

SOURCE...Weather spotters reported funnel cloud.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed.
Damage to roofs, windows, and vehicles will occur.  Tree
damage is likely.

* This dangerous storm will be near...
Norman Park around 630 PM EDT.

Other locations impacted by this tornadic thunderstorm include
Crosland, Pineboro, and Cool Spring.
","TAKE COVER NOW! Move to a basement or an interior room on the lowest
floor of a sturdy building. Avoid windows. If you are outdoors, in a
mobile home, or in a vehicle, move to the closest substantial shelter
and protect yourself from flying debris.",Alert,Immediate,Extreme,Public,w-nws.webmaster@noaa.gov,200032,65bf9985-4128-41b0-832e-50a76b2330cb
2024-09-25,18:40:05,"200006,AlertFlorida - Statewide,Florida Emergency Management","Adams, WA",NA,Civil Emergency Message,,NA,NA,Alert,Immediate,Extreme,Public,200006_AlertFlorida_-_Statewide_Florida_Emergency_Management,200006,5cdb2e89-dd6b-4bac-9b5a-6fa8c29b454d
